"employee_id","Experience_Category","claim_id","paid_cost$","loss_location_at","loss_location_on","city_of_incident","apta_desc","asset_vehicle_year","asset_manufacturer","loss_date","lat","long","formatted_address","years","cost_range","bus_age"
390868,">60 Months",247714,0,"Shell Rd","Steveston Hwy","Richmond","Collisions with Objects",2016,"WF",2019-04-14,49.1334063,-123.1032509,"Shell Rd & Steveston Hwy, Richmond, BC V7A 1N4, Canada",2019,"Level1 (<$200)",3
390865,">60 Months",182232,2996.04,"TERMINUS","CAMBIE STREET","Vancouver","Collisions with Objects",2008,"NOV",2012-07-06,49.2792104,-123.1136446,"Cambie & Georgia, Cambie St, Vancouver, BC V6B 2R5, Canada",2012,"Level3 ($1.000-$10.000)",4
390865,">60 Months",192311,1725.11,"Denman St","W Georgia St","Vancouver","Collisions with Other Vehicles",2008,"NOV",2013-09-21,49.2925967,-123.1337407,"W Georgia St & Denman St, Vancouver, BC V6G 2L4, Canada",2013,"Level3 ($1.000-$10.000)",5
390865,">60 Months",192417,0,"Park Royal South","Marine Dr","West Vancouver","Collisions with Other Vehicles",2008,"NOV",2013-09-24,49.3269555,-123.1378993,"Park Royal S & Marine Dr, West Vancouver, BC V7T 2W4, Canada",2013,"Level1 (<$200)",5
390862,">60 Months",183174,189.72,"7TH AVENUE","20TH STREET","New Westminster","Collisions with Other Vehicles",1996,"WF",2012-08-19,49.2015763,-122.9467546,"20th St & 7th Ave, New Westminster, BC V3M 4W4, Canada",2012,"Level1 (<$200)",16
390862,">60 Months",189856,459.41,"W Broadway","Granville St","Vancouver","Collisions with Other Vehicles",2006,"WF",2013-06-09,49.2635611,-123.1385968,"Granville St & W Broadway, Vancouver, BC V6H 3G7, Canada",2013,"Level2 ($200-$1.000)",7
390862,">60 Months",193330,295,"W 29th Ave","Granville St","Vancouver","Collisions with Objects",2006,"WF",2013-11-02,49.2454569,-123.1392135,"Granville St & W 29th Ave, Vancouver, BC V6H 3L7, Canada",2013,"Level2 ($200-$1.000)",7
390862,">60 Months",247021,0,"64 Ave","152 St","Delta","Collisions with Other Vehicles",2006,"WF",2019-04-22,49.1191135,-122.8010616,"152 St & 64 Ave, Surrey, BC V3S, Canada",2019,"Level1 (<$200)",13
390862,">60 Months",253899,0,NA,"Surrey Central Stn","Surrey","Collisions with Other Vehicles",2018,"WF",2019-11-25,49.1896129,-122.8479484,"Surrey Central Station, 14479 106 Ave, Surrey, BC V3R 1S9, Canada",2019,"Level1 (<$200)",1
311881,">60 Months",189550,328.9,NA,"VTC YARD","Vancouver","Collisions with Objects",2008,"WF",2013-05-25,49.2827291,-123.1207375,"Vancouver, BC, Canada",2013,"Level2 ($200-$1.000)",5
311881,">60 Months",208118,221.82,"Fir St","W 4th Ave","Vancouver","Collisions with Objects",2006,"WF",2015-07-23,49.268011,-123.1408787,"Fir St & W 4th Ave, Vancouver, BC V6J 1L8, Canada",2015,"Level2 ($200-$1.000)",9
390863,">60 Months",191055,0,"Hornby St","W Pender St","Vancouver","Collisions with Other Vehicles",2006,"WF",2013-07-30,49.2859316,-123.1168163,"Hornby St & W Pender St, Vancouver, BC V6C 3B2, Canada",2013,"Level1 (<$200)",7
390863,">60 Months",194550,1336.01,"Nanton Ave","Granville St","Vancouver","Collisions with Objects",2006,"WF",2013-12-19,49.2474197,-123.1391558,"Granville St & Nanton Ave, Vancouver, BC V6H 2E1, Canada",2013,"Level3 ($1.000-$10.000)",7
390863,">60 Months",204163,304.85,"Manitoba St","E 41st Ave","Vancouver","Collisions with Objects",2009,"NOV",2015-02-12,49.2333107,-123.1081051,"Manitoba St & W 41st Ave, Vancouver, BC V5Y 3Y8, Canada",2015,"Level2 ($200-$1.000)",6
390863,">60 Months",232018,374.86,"W 32 Ave","Granville St","Vancouver","Collisions with Objects",2006,"WF",2017-11-14,49.2436718,-123.1392696,"Granville St & W 32nd Ave, Vancouver, BC V6J 3A5, Canada",2017,"Level2 ($200-$1.000)",11
390863,">60 Months",232524,0,"Garden Dr","W Hastings St","Vancouver","Collisions with Other Vehicles",2006,"WF",2017-11-23,49.2876187,-123.1196946,"1066W Hastings St, Vancouver, BC V6E 2M6, Canada",2017,"Level1 (<$200)",11
390863,">60 Months",239389,0,"Vine St","W 4 Ave","Vancouver","Collisions with Objects",2009,"NOV",2018-08-01,49.2682096,-123.1575029,"Vine St & W 4th Ave, Vancouver, BC V6K 1P2, Canada",2018,"Level1 (<$200)",9
390860,">60 Months",174057,2315.7,"FIR","BROADWAY","Vancouver","Collisions with Objects",NA,NA,2011-10-01,49.263688,-123.1410694,"W Broadway & Fir St, Vancouver, BC V6J 1W9, Canada",2011,"Level3 ($1.000-$10.000)",NA
390860,">60 Months",175439,0,"DAVIE","BURRARD","Vancouver","Collisions with Objects",NA,NA,2012-02-13,49.2790856,-123.1291844,"Burrard St & Davie St, Vancouver, BC V6Z 1Y9, Canada",2012,"Level1 (<$200)",NA
390860,">60 Months",194636,3000,"Blanca St","W 16th Ave","Vancouver","Collisions with Other Vehicles",2009,"NOV",2014-01-01,49.2584707,-123.2154197,"Blanca St & W 16th Ave, University Endowment Lands, BC V6R, Canada",2014,"Level3 ($1.000-$10.000)",5
390860,">60 Months",218534,0,"Carnarvon","8","New Westminster","Collisions with Other Vehicles",2009,"NOV",2016-08-06,49.2039738,-122.9091353,"Carnarvon St, New Westminster, BC, Canada",2016,"Level1 (<$200)",7
390860,">60 Months",239452,488.76,"227 St","Dewdney Trunk Rd","Maple Ridge","Collisions with Objects",2006,"WF",2018-07-29,49.2204369,-122.5939966,"227 St & Dewdney Trunk Rd, Maple Ridge, BC V2X 3K2, Canada",2018,"Level2 ($200-$1.000)",12
390860,">60 Months",255466,0,"Edge St","Dewdney Trunk Rd","Maple Ridge","Collisions with Other Vehicles",2014,"WF",2020-01-08,49.2204725,-122.5978318,"Dewdney Trunk Rd & Edge St, Maple Ridge, BC V2X 6G4, Canada",2020,"Level1 (<$200)",6
390858,">60 Months",221720,2318.93,"Boundary","Hastings","Vancouver","Collisions with Objects",2007,"WF",2016-11-29,49.2811438,-123.0236986,"Boundary Rd & E Hastings St, Vancouver, BC V5K 2B1, Canada",2016,"Level3 ($1.000-$10.000)",9
390851,">60 Months",203045,319.29,"Sitka Sq","Lamey's Mill Rd","Vancouver","Collisions with Objects",2007,"NOV",2014-12-24,49.2663886,-123.1289694,"Lameys Mill Rd & Sitka Square, Vancouver, BC V6H 3P8, Canada",2014,"Level2 ($200-$1.000)",7
390851,">60 Months",214822,382.13,"King Edward Ave","Granville St","Vancouver","Collisions with Objects",2007,"WF",2016-03-29,49.2493289,-123.1391001,"Granville St & W King Edward Ave, Vancouver, BC V6J, Canada",2016,"Level2 ($200-$1.000)",9
390851,">60 Months",223007,351.69,"Hampstead Close","Cliveden Ave","Delta","Collisions with Objects",2009,"NOV",2017-01-04,49.1648563,-122.9676393,"Hampstead Close & Cliveden Ave, Delta, BC V3M 6L2, Canada",2017,"Level2 ($200-$1.000)",8
390851,">60 Months",230011,2279.79,"Tenth Ave","Carnarvon St","New Westminster","Collisions with Objects",NA,"WF",2017-08-31,49.2198059,-122.9260307,"10th Ave, New Westminster, BC, Canada",2017,"Level3 ($1.000-$10.000)",NA
390851,">60 Months",240565,396.87,"Ellerslie Ave","Broadway St","Burnaby","Collisions with Objects",2009,"NOV",2018-09-11,49.2616633,-122.9611868,"Ellerslie Ave & Broadway, Burnaby, BC V5B 2Y7, Canada",2018,"Level2 ($200-$1.000)",9
390852,">60 Months",177183,596.24,NA,"STANLEY PARK BUS LOOP","Vancouver","Collisions with Other Vehicles",NA,NA,2011-08-21,49.3042584,-123.1442522,"Stanley Park, Vancouver, BC V6G 1Z4, Canada",2011,"Level2 ($200-$1.000)",NA
390852,">60 Months",176655,776.8,"4170","NANAIMO ST","Vancouver","Collisions with Other Vehicles",NA,NA,2012-02-06,49.2475892,-123.0561743,"4170 Nanaimo St, Vancouver, BC V5R 1K6, Canada",2012,"Level2 ($200-$1.000)",NA
390852,">60 Months",182435,722.01,"MCDONALD STREET","4TH AVENUE","Vancouver","Collisions with Other Vehicles",2009,"NOV",2012-07-12,49.268371,-123.1683159,"Macdonald St & W 4th Ave, Vancouver, BC V6K 3Y2, Canada",2012,"Level2 ($200-$1.000)",3
390852,">60 Months",182817,2212.5,"FIR STREET","4TH AVENUE","Vancouver","Collisions with Objects",2006,"WF",2012-07-26,49.268011,-123.1408787,"Fir St & W 4th Ave, Vancouver, BC V6J 1L8, Canada",2012,"Level3 ($1.000-$10.000)",6
390852,">60 Months",186354,0,"CAMBIE ST","MARINE DR","Vancouver","Collisions with Other Vehicles",2009,"NOV",2013-01-02,49.2102382,-123.1171288,"Cambie St & SW Marine Dr, Vancouver, BC V6P, Canada",2013,"Level1 (<$200)",4
390852,">60 Months",215369,0,NA,"Edmonds Station Loop","Burnaby","Collisions with Objects",2007,"NOV",2016-04-13,49.248321,-123.055908,"Nanaimo Station, Vancouver, BC V5R 1X5, Canada",2016,"Level1 (<$200)",9
390853,">60 Months",181563,0,"Oak St","King Edward Ave","Vancouver","Collisions with Other Vehicles",2007,"NOV",2012-06-07,49.2491615,-123.1276458,"W King Edward Ave & Oak St, Vancouver, BC V6H, Canada",2012,"Level1 (<$200)",5
390853,">60 Months",189023,600.46,"W 16th Ave","Dunbar St","Vancouver","Collisions with Other Vehicles",2009,"NOV",2013-05-06,49.2580024,-123.1840137,"Dunbar St & W 16th Ave, Vancouver, BC V6R 3C2, Canada",2013,"Level2 ($200-$1.000)",4
390853,">60 Months",191092,0,"McLean Dr","E Hastings St","Vancouver","Collisions with Objects",2008,"WF",2013-07-28,49.2813328,-123.0741047,"McLean Dr & E Hastings St, Vancouver, BC V5L 1S4, Canada",2013,"Level1 (<$200)",5
390853,">60 Months",222532,939.45,NA,"Metrotown Station Loop","Burnaby","Collisions with Other Vehicles",2008,"NOV",2016-12-23,49.2259237,-123.0039226,"Metrotown Station, 4401 Beresford St, Burnaby, BC V5H 2Y4, Canada",2016,"Level2 ($200-$1.000)",8
390853,">60 Months",224683,0,"Sixth Ave","Eighth St","New Westminster","Collisions with Other Vehicles",2009,"NOV",2017-03-03,49.211176,-122.9240099,"6th Ave & 8th St, New Westminster, BC V3M 3S2, Canada",2017,"Level1 (<$200)",8
390854,">60 Months",176604,0,"41 AVE","FRASER ST","Vancouver","Collisions with People",NA,NA,2012-01-22,49.2329525,-123.0904673,"E 41st Ave & Fraser St, Vancouver, BC V5W 1P4, Canada",2012,"Level1 (<$200)",NA
390855,">60 Months",175856,257.96,"DUNSMUIR","BURRARD","Vancouver","Collisions with Objects",NA,NA,2012-01-20,49.2855457,-123.1193954,"Burrard St & Dunsmuir St, Vancouver, BC V6C, Canada",2012,"Level2 ($200-$1.000)",NA
390855,">60 Months",179558,195.68,"Carrall St","W Hastings St","Vancouver","Collisions with Other Vehicles",2007,"WF",2012-03-17,49.281494,-123.1043349,"Carrall St & W Hastings St, Vancouver, BC V6A 1M9, Canada",2012,"Level1 (<$200)",5
390855,">60 Months",235334,0,"City Pkwy","104 Ave","Surrey","Collisions with Other Vehicles",1999,"WF",2018-03-02,49.1916877,-122.8481009,"104 Ave & City Pkwy, Surrey, BC V3T 5K6, Canada",2018,"Level1 (<$200)",19
390855,">60 Months",235781,374.87,"Bay 2","Langley Centre","Langley","Collisions with Objects",2006,"WF",2018-03-19,49.106169,-122.654028,"Langley Centre @ Bay 2, Langley City, BC V3A 4L9, Canada",2018,"Level2 ($200-$1.000)",12
390856,">60 Months",174722,303.65,"GEORGIA","GRANVILLE","Vancouver","Collisions with Other Vehicles",NA,NA,2011-09-24,49.2824895,-123.1181328,"Granville St & W Georgia St, Vancouver, BC V7Y 1K4, Canada",2011,"Level2 ($200-$1.000)",NA
390856,">60 Months",181936,0,"33RD AVENUE","VICTORIA STREET","Vancouver","Collisions with Other Vehicles",2006,"WF",2012-06-20,49.2399866,-123.0653505,"E 33rd Ave & Victoria Dr, Vancouver, BC V5P 3T6, Canada",2012,"Level1 (<$200)",6
390856,">60 Months",194689,0,"Fir St","W 16th Ave","Vancouver","Collisions with Other Vehicles",2009,"NOV",2014-01-03,49.2570907,-123.1412623,"W 16th Ave & Fir St, Vancouver, BC V6J 3C6, Canada",2014,"Level1 (<$200)",5
390856,">60 Months",206317,3000,"W 4th Ave","Burrard St","Vancouver","Collisions with Objects",2009,"NOV",2015-05-11,49.2680201,-123.1457253,"Burrard St & W 4th Ave, Vancouver, BC V6J 1M4, Canada",2015,"Level3 ($1.000-$10.000)",6
390857,">60 Months",174412,0,NA,"BRENTWOOD STN","Burnaby","Collisions with Other Vehicles",NA,NA,2011-08-14,49.266396,-123.001829,"Brentwood Town Centre Station, Burnaby, BC V5C, Canada",2011,"Level1 (<$200)",NA
390857,">60 Months",179114,0,NA,"Dunbar Loop","Vancouver","Collisions with Objects",2006,"WF",2012-02-26,49.2347765,-123.1853515,"Dunbar Loop, Vancouver, BC V6N 1W5, Canada",2012,"Level1 (<$200)",6
390857,">60 Months",189167,285.92,"W 33rd Ave","Granville St","Vancouver","Collisions with Objects",2007,"NOV",2013-05-09,49.2418674,-123.1393324,"Granville St & W 33rd Ave, Vancouver, BC V6H 3M2, Canada",2013,"Level2 ($200-$1.000)",6
390857,">60 Months",197506,295.32,"E 33rd Ave","Granville St","Vancouver","Collisions with Objects",2006,"WF",2014-05-03,49.2418674,-123.1393324,"Granville St & W 33rd Ave, Vancouver, BC V6H 3M2, Canada",2014,"Level2 ($200-$1.000)",8
390857,">60 Months",207902,1147.12,"Burrard St","Davie St","Vancouver","Collisions with Other Vehicles",2006,"WF",2015-07-15,49.2790856,-123.1291844,"Burrard St & Davie St, Vancouver, BC V6Z 1Y9, Canada",2015,"Level3 ($1.000-$10.000)",9
390857,">60 Months",208271,0,"Cambie St","SW Marine Dr","Vancouver","Collisions with Other Vehicles",2007,"WF",2015-07-29,49.2102382,-123.1171288,"Cambie St & SW Marine Dr, Vancouver, BC V6P, Canada",2015,"Level1 (<$200)",8
390857,">60 Months",213916,382.05,"Robson St","Denman St","Vancouver","Collisions with Objects",2006,"WF",2016-02-17,49.2914913,-123.1354626,"Robson St & Denman St, Vancouver, BC V6G 2L6, Canada",2016,"Level2 ($200-$1.000)",10
390857,">60 Months",238367,0,"Richard St","Davie St","Vancouver","Collisions with Other Vehicles",2006,"WF",2018-06-27,49.2758822,-123.1242288,"Davie St & Richards St, Vancouver, BC V6B 5B6, Canada",2018,"Level1 (<$200)",12
390857,">60 Months",240684,2047.96,NA,"Dunbar Loop","Vancouver","Collisions with Other Vehicles (at G/C)",2009,"NOV",2018-09-18,49.2347765,-123.1853515,"Dunbar Loop, Vancouver, BC V6N 1W5, Canada",2018,"Level3 ($1.000-$10.000)",9
390842,">60 Months",215562,1708.33,"Burrard St","W 4th Ave","Vancouver","Collisions with Objects",2006,"WF",2016-04-21,49.2680201,-123.1457253,"Burrard St & W 4th Ave, Vancouver, BC V6J 1M4, Canada",2016,"Level3 ($1.000-$10.000)",10
390842,">60 Months",216813,3000,"Hemlock","W 5 Ave","Vancouver","Collisions with Other Vehicles",2006,"WF",2016-06-06,49.2667111,-123.1360822,"Hemlock St & W 5th Ave, Vancouver, BC V6H 4G3, Canada",2016,"Level3 ($1.000-$10.000)",10
390842,">60 Months",216989,0,"E 20th Ave","Knight St","Vancouver","Collisions with Other Vehicles",2009,"NOV",2016-06-09,49.252591,-123.0760813,"Knight St & E 20th Ave, Vancouver, BC V5N 3L3, Canada",2016,"Level1 (<$200)",7
390842,">60 Months",217962,3000,"Victoria","Kingsway","Vancouver","Collisions with Other Vehicles",2009,"NOV",2016-07-17,49.2451422,-123.0652318,"Kingsway & Victoria Dr, Vancouver, BC V5N 2S9, Canada",2016,"Level3 ($1.000-$10.000)",7
390842,">60 Months",230273,0,"Dunsmuir St","Thurlow St","Vancouver","Collisions with Objects",2009,"NOV",2017-09-07,49.2864643,-123.1220411,"Thurlow St & Dunsmuir St, Vancouver, BC V6E 0A1, Canada",2017,"Level1 (<$200)",8
390842,">60 Months",237046,776.58,NA,"Knight St","Vancouver","Collisions with Objects (at G/C)",2009,"NOV",2018-05-07,49.2863435,-123.1159795,"Canada, British Columbia, Vancouver, CA BC Vancouver #514 - 850 Hastings Street W邮政编码: V6C 1E1",2018,"Level2 ($200-$1.000)",9
390844,">60 Months",177686,900.14,"DAVIE ST","HOWE ST","Vancouver","Collisions with Other Vehicles",NA,NA,2011-08-06,49.277807,-123.1272001,"Davie St & Howe St, Vancouver, BC V6Z 0A8, Canada",2011,"Level2 ($200-$1.000)",NA
390844,">60 Months",202726,319.29,"Fir St","W 4th Ave","Vancouver","Collisions with Objects",2009,"NOV",2014-12-08,49.268011,-123.1408787,"Fir St & W 4th Ave, Vancouver, BC V6J 1L8, Canada",2014,"Level2 ($200-$1.000)",5
390844,">60 Months",212102,0,"Terminal Ave","Main St","Vancouver","Collisions with Other Vehicles",2007,"WF",2015-12-07,49.2728704,-123.0999316,"Main St & Terminal Ave, Vancouver, BC V6A, Canada",2015,"Level1 (<$200)",8
390845,">60 Months",177709,74.47,"HEMLOCK","BROADWAY","Vancouver","Collisions with Other Vehicles",NA,NA,2011-08-04,49.2635242,-123.136139,"W Broadway & Hemlock St, Vancouver, BC V6H 1H4, Canada",2011,"Level1 (<$200)",NA
390846,">60 Months",187896,0,"GRANDVIEW","BROADWAY","Vancouver","Collisions with Other Vehicles",2008,"WF",2013-03-09,49.2627342,-123.0704864,"1669 E Broadway, Vancouver, BC V5N 1V9, Canada",2013,"Level1 (<$200)",5
390848,">60 Months",239019,374.87,"W 28 Ave","Oak St","Vancouver","Collisions with Objects",2006,"WF",2018-07-21,49.246332,-123.1276878,"W 28th Ave & Oak St, Vancouver, BC V6H 2C3, Canada",2018,"Level2 ($200-$1.000)",12
390849,">60 Months",176231,1288.24,"VINE ST","4 AV","Vancouver","Collisions with Other Vehicles",NA,NA,2011-11-25,49.2682096,-123.1575029,"Vine St & W 4th Ave, Vancouver, BC V6K 1P2, Canada",2011,"Level3 ($1.000-$10.000)",NA
390849,">60 Months",215183,0,"W 41st Ave","Dunbar St","Vancouver","Collisions with Other Vehicles",2012,"WF",2016-04-06,49.2347729,-123.1852952,"Dunbar St & W 41st Ave, Vancouver, BC V6N 3E7, Canada",2016,"Level1 (<$200)",4
390850,">60 Months",229457,2393.68,"152 St","72 Ave","Surrey","Collisions with Objects",NA,"GM",2017-08-05,49.1336432,-122.8011661,"72 Ave & 152 St, Surrey, BC V3S, Canada",2017,"Level3 ($1.000-$10.000)",NA
390837,">60 Months",175715,2951.22,"GARDEN CITY","GRANVILLE","Richmond","Collisions with Objects",NA,NA,2011-12-04,49.1629969,-123.1260095,"Granville Ave & Garden City Rd, Richmond, BC V6Y 3A3, Canada",2011,"Level3 ($1.000-$10.000)",NA
390837,">60 Months",227422,350.64,"Pleasant St","No. 7 Rd","Richmond","Collisions with Other Vehicles",2009,"NOV",2017-05-17,49.131123,-123.187176,"Pleasant St, Richmond, BC V7E, Canada",2017,"Level2 ($200-$1.000)",8
385172,">60 Months",196194,0,NA,"Sechelt Dr","North Vancouver","Collisions with Other Vehicles",NA,NA,2014-03-07,49.2424578,-124.0292566,"Sechelt Drive Park, 6238 Sechelt Dr, Nanaimo, BC V9V 1C6, Canada",2014,"Level1 (<$200)",NA
385172,">60 Months",253593,0,"Hastings St","Gilmore Ave","Burnaby","Collisions with Other Vehicles",2018,"GM",2019-11-12,49.2810655,-123.0141839,"Hastings St & Gilmore Ave, Burnaby, BC V5C 2J1, Canada",2019,"Level1 (<$200)",1
390840,">60 Months",210126,0,"Surrey Central Loop","Surrey Central Loop","Surrey","Collisions with Other Vehicles",2006,"WF",2015-09-30,49.1893835,-122.8478254,"10309-10321 City Pkwy, Surrey, BC V3T 4Y8, Canada",2015,"Level1 (<$200)",9
390835,">60 Months",194094,0,"Cambie St","W 6th Ave","Vancouver","Collisions with Other Vehicles",2007,"NOV",2013-12-08,49.2632332,-123.1150166,"w Broadway FS Cambie St, Vancouver, BC V5Z 1E7, Canada",2013,"Level1 (<$200)",6
390835,">60 Months",197684,0,"Tyne St","E 49th Ave","Vancouver","Collisions with Other Vehicles",2000,"WF",2014-05-12,49.2246684,-123.0322621,"E 49th Ave & Tyne St, Vancouver, BC V5S 1M1, Canada",2014,"Level1 (<$200)",14
390835,">60 Months",200364,291.95,"BRUCE","E 49th Ave","Vancouver","Collisions with Objects",2012,"WF",2014-09-04,49.2251562,-123.0647703,"E 49th Ave, Vancouver, BC, Canada",2014,"Level2 ($200-$1.000)",2
390835,">60 Months",224908,369.7,"Dunbar St","W 4 Ave","Vancouver","Collisions with Other Vehicles",2009,"NOV",2017-03-14,49.2686091,-123.18362,"Dunbar St & W 4th Ave, Vancouver, BC V6R 3M3, Canada",2017,"Level2 ($200-$1.000)",8
390835,">60 Months",242013,0,"Boundary Rd","Imperial St","Burnaby","Collisions with Other Vehicles",1998,"WF",2018-10-30,49.221927,-123.023627,"Imperial St & Boundary Rd, Vancouver, BC V5S, Canada",2018,"Level1 (<$200)",20
394715,">60 Months",173561,3000,"METROTOWN LOOP","METROTOWN LOOP","Burnaby","Collisions with Other Vehicles",NA,NA,2011-08-13,49.2274141,-122.9999087,"4700 Kingsway, Burnaby, BC V5H 4N2, Canada",2011,"Level3 ($1.000-$10.000)",NA
394715,">60 Months",192213,0,"UBC Loop","UBC Loop","Vancouver","Collisions with Other Vehicles",2009,"NOV",2013-09-13,49.2675511,-123.2481004,"UBC Exchange, Greater Vancouver A, University Endowment Lands, BC V6T 2B9, Canada",2013,"Level1 (<$200)",4
394715,">60 Months",213871,382.05,"Carnarvon St","E 41st Ave","Vancouver","Collisions with Objects",2012,"WF",2016-02-18,49.234738,-123.173066,"W 41st Ave & Carnarvon St, Vancouver, BC V6N 1J4, Canada",2016,"Level2 ($200-$1.000)",4
394715,">60 Months",223692,0,"Langley Bypass","56 Ave","Langley","Collisions with Other Vehicles",2001,"OBI",2017-01-26,49.1046252,-122.6429792,"Langley Bypass & 56 Ave, Langley City, BC V3A 3Z3, Canada",2017,"Level1 (<$200)",16
394715,">60 Months",238120,0,"Bay 4","Surrey Central Skytrain Stn","Surrey","Collisions with Other Vehicles",1999,"WF",2018-06-08,49.18885,-122.849361,"Surrey Central Station Bay 4, Surrey, BC V3T, Canada",2018,"Level1 (<$200)",19
314307,">60 Months",174452,2327.04,"SEYMOUR","PENDER","Vancouver","Collisions with Other Vehicles",NA,NA,2011-09-20,49.284021,-123.1138578,"W Pender St & Seymour St, Vancouver, BC V6B 1V3, Canada",2011,"Level3 ($1.000-$10.000)",NA
314307,">60 Months",189688,1443.51,"W 7th Ave","Cambie St","Vancouver","Collisions with Objects",2006,"WF",2013-05-31,49.264961,-123.1149138,"Cambie St & W 7th Ave, Vancouver, BC V5Z 2T5, Canada",2013,"Level3 ($1.000-$10.000)",7
314307,">60 Months",206098,0,"Carrall St","Powell St","Vancouver","Collisions with Other Vehicles",2009,"NOV",2015-04-30,49.2833557,-123.1040639,"Carrall St & Powell St, Vancouver, BC V6B 2J1, Canada",2015,"Level1 (<$200)",6
314307,">60 Months",225110,0,"W 70th Ave","Hudson St","Vancouver","Collisions with Other Vehicles",NA,"WF",2017-02-16,49.20853,-123.134377,"W 70th Ave & Hudson St, Vancouver, BC V6P 2Y6, Canada",2017,"Level1 (<$200)",NA
390838,">60 Months",188464,15.04,"Lions Way","Shaughnessy St","Port Coquitlam","Collisions with Other Vehicles",2006,"GMCCL",2013-04-11,49.266065,-122.7777128,"Shaughnessy St & Lions Way, Port Coquitlam, BC V3C 6K5, Canada",2013,"Level1 (<$200)",7
390838,">60 Months",213267,0,"Port Coquitlam Station","Port Coquitlam Station","Port Coquitlam","Collisions with Other Vehicles",NA,"WF",2016-01-27,49.2614802,-122.7740672,"Port Coquitlam, 2125 Kingsway Ave, Port Coquitlam, BC V3C 1T2, Canada",2016,"Level1 (<$200)",NA
390838,">60 Months",243129,0,"Lougheed Hwy","Pinetree Way","Coquitlam","Collisions with Other Vehicles",2016,"GM",2018-12-08,49.2763161,-122.7971686,"Lougheed Hwy & Pinetree Way, Coquitlam, BC V3B, Canada",2018,"Level1 (<$200)",2
390829,">60 Months",182156,0,"GROSVENOR DRIVER","KINDERSLEY DRIVE","Surrey","Collisions with Other Vehicles",2007,"GMCCL",2012-06-30,49.2050756,-122.8282016,"Kindersley Dr, Surrey, BC V3R, Canada",2012,"Level1 (<$200)",5
390829,">60 Months",233268,0,"Johnston Rd","Buena Vista Ave","White Rock","Collisions with Other Vehicles",NA,"GM",2017-12-23,49.0239095,-122.8012814,"Johnston Rd & Buena Vista Ave, White Rock, BC V4B 3Y8, Canada",2017,"Level1 (<$200)",NA
390831,">60 Months",198527,720.34,"Elm St","W 41st Ave","Vancouver","Collisions with Objects",2009,"NOV",2014-06-18,49.2346916,-123.1641621,"W 41st Ave & Elm St, Vancouver, BC V6N 1A5, Canada",2014,"Level2 ($200-$1.000)",5
390828,">60 Months",233406,0,"12800 Blk","26 Ave","Surrey","Collisions with Other Vehicles",NA,"GM",2017-12-16,49.0492678,-122.8673263,"12800 26 Ave, Surrey, BC V4P 1S1, Canada",2017,"Level1 (<$200)",NA
390823,">60 Months",191105,366.32,"Twenty Third St","Seventh Ave","New Westminster","Collisions with Other Vehicles",2007,"NOV",2013-07-31,49.1985058,-122.9525222,"23rd St & 7th Ave, New Westminster, BC V3M 6R8, Canada",2013,"Level2 ($200-$1.000)",6
390823,">60 Months",200437,268.33,"Powell St","Main St","Vancouver","Collisions with Objects",2008,"NOV",2014-09-10,49.2831926,-123.0995724,"Main St & Powell St, Vancouver, BC V6A 3V5, Canada",2014,"Level2 ($200-$1.000)",6
390823,">60 Months",201529,787.04,NA,"EAST YARD","North Vancouver","Collisions with Objects",2008,"NOV",2014-10-23,49.3199816,-123.0724139,"North Vancouver, BC, Canada",2014,"Level2 ($200-$1.000)",6
390823,">60 Months",225790,0,"Columbia St","W Broadway St","Vancouver","Collisions with Other Vehicles",2007,"WF",2017-04-10,49.2631239,-123.1094587,"W Broadway & Columbia St, Vancouver, BC V5Y, Canada",2017,"Level1 (<$200)",10
390823,">60 Months",236391,630.91,NA,"Bewicke Ave","North Vancouver","Collisions with Other Vehicles",2007,"NOV",2018-04-11,49.3280242,-123.1556756,"1454 Marine Dr, West Vancouver, BC V7T 1B7, Canada",2018,"Level2 ($200-$1.000)",11
390819,">60 Months",239754,0,"Dunsmuir St","Howe St","Vancouver","Collisions with People",2007,"NOV",2018-08-12,49.2842678,-123.1174393,"Howe St & Dunsmuir St, Vancouver, BC V6C 2T6, Canada",2018,"Level1 (<$200)",11
390819,">60 Months",248566,470.3,"Carrie Cates Crt","Lonsdale Quay","North Vancouver","Collisions with Objects (at G/C)",2008,"NOV",2019-06-12,49.3103709,-123.08012,"Lonsdale Ave & Carrie Cates Ct, North Vancouver, BC V7L 0B2, Canada",2019,"Level2 ($200-$1.000)",11
390826,">60 Months",184551,899.69,"SUSSEX ST","BEREFORD ST","Burnaby","Collisions with Objects",2008,"GMCCL",2012-10-15,49.2246797,-123.002186,"Beresford St & Sussex Ave, Burnaby, BC V5H 2Y8, Canada",2012,"Level2 ($200-$1.000)",4
390826,">60 Months",192082,436.78,"PACIFIC CENTRAL","Terminal Ave","Vancouver","Collisions with Other Vehicles",2008,"GMCCL",2013-09-10,49.2736975,-123.0978918,"Pacific Central Station, 1150 Station St, Vancouver, BC V6A 4C7, Canada",2013,"Level2 ($200-$1.000)",5
390826,">60 Months",195503,0,"Denman St","Morton Ave","Vancouver","Collisions with Other Vehicles",2008,"GMCCL",2014-02-01,49.2875753,-123.141329,"Denman St & Morton Ave, Vancouver, BC V6G 2M9, Canada",2014,"Level1 (<$200)",6
